,Loss,Accuracy,Recall,Precision,F1
47,0.12274185624538046,0.7432432432432432,0.7431600956664844,0.7476453742600085,0.7437179144947508
48,0.12001665455825401,0.752895752895753,0.7528722932727502,0.7557199614475155,0.7534475246744844
49,0.11639506245652835,0.7586872586872587,0.7586446023129221,0.7610885394396325,0.7578761082365685
50,0.11462372992977951,0.7644787644787645,0.7645199095267281,0.7640821140322918,0.7633526521296415
51,0.1142666292461482,0.7615830115830116,0.7615263495634172,0.7643835994154466,0.7613688426408075
52,0.1150273143342047,0.7625482625482626,0.762540037757633,0.7641623178403961,0.7620108600523681
53,0.11615664037791165,0.7577220077220077,0.7576921707142318,0.7587033081986286,0.7577528808956314
54,0.11568341596108495,0.7567567567567568,0.756709426489981,0.7591953246801252,0.7559253349627789
55,0.11519364335320213,0.7519305019305019,0.7519286762132417,0.7527092664865136,0.7511591732581137
56,0.1111428001613328,0.7644787644787645,0.7644974887062199,0.7641559631019447,0.7638845183751218
57,0.11032167889855125,0.7760617760617761,0.7760360523556108,0.7778381482463116,0.7754566118981002
58,0.11208678194970796,0.7693050193050193,0.7693367840352102,0.7695899436053546,0.7689266209740664
59,0.10976120897314766,0.7741312741312741,0.774153804238555,0.7739877547357675,0.7737505949622051
60,0.11146243560043248,0.7664092664092664,0.7664020605138755,0.7670386403719737,0.7654640268604879
61,0.11558015915480527,0.7644787644787645,0.7644640760177515,0.7648487605011504,0.7636120583052204
62,0.10825030285526406,0.777992277992278,0.7780074495402033,0.7783422141406363,0.7775084666310431
63,0.10989385956164563,0.7673745173745173,0.7673597695042522,0.7681190873474278,0.7669524313589626
64,0.10570634799924764,0.7808880308880309,0.7809199950658007,0.780787488731414,0.7803580285503608
65,0.10745759229316856,0.7828185328185329,0.7827770136891655,0.7839337327726298,0.7823852646797399
66,0.10772753235968677,0.7731660231660231,0.773235028153104,0.7726330792563738,0.7726850114891999
67,0.10840847151297511,0.777992277992278,0.7779935033041975,0.7782214559134509,0.777523058094622
68,0.10556184387568271,0.7818532818532818,0.7818500058439829,0.7825693400167083,0.7807391770254881
69,0.10691961409016089,0.7837837837837838,0.7837907018833813,0.7840578316915329,0.7830240892376809
70,0.1063293254736698,0.7828185328185329,0.7828132350508167,0.7830942014162843,0.7826369466338955
71,0.10510817903912428,0.777027027027027,0.7770497405498266,0.7777591749729829,0.7758332863747803
72,0.10431767311511618,0.7953667953667953,0.7953821932386576,0.795617508899316,0.7949408467498192
73,0.1066743281077255,0.7837837837837838,0.78378513310197,0.7842455504601631,0.7831370400870071
74,0.10792016249262926,0.7818532818532818,0.7818472457357543,0.7817689496620984,0.7805588015710715
75,0.10777694370710489,0.7818532818532818,0.781955909820708,0.7814862950443201,0.7816678332714803
76,0.10815469322331024,0.777027027027027,0.7769967157140328,0.7798155807173367,0.776316900856914
77,0.10484047188903346,0.7944015444015444,0.7944439021357895,0.7938414221436663,0.7937579008481349
78,0.10281555873878075,0.7953667953667953,0.7953402088357783,0.7955955044882632,0.7951136175064272
79,0.11093530747475046,0.7722007722007722,0.7722187255455221,0.7720756729294108,0.7711881409369798
80,0.10614680047288086,0.7982625482625483,0.7983282000176777,0.7979993795505296,0.7976428609384568
81,0.10114037866393726,0.7963320463320464,0.7963371906857598,0.796452934466192,0.7959276025395559
82,0.10115848605831464,0.7963320463320464,0.7963261016878912,0.796962743453082,0.795582967323926
83,0.09932979659149141,0.8088803088803089,0.808889296834504,0.8091640932245889,0.8086223336987105
84,0.10113342140208591,0.7963320463320464,0.7963482796836284,0.796204451654143,0.7962071212571337
85,0.10093461620536717,0.8021235521235521,0.8021008794465668,0.8024273002200607,0.8016043784400662
86,0.10611066504409819,0.7857142857142857,0.785728589249597,0.7854188082110706,0.7853177150628561
87,0.10198833217675035,0.8040540540540541,0.8040639477415192,0.8040973490491358,0.803765877582649
88,0.09797600363240097,0.806949806949807,0.8069317001910545,0.8075857927898745,0.807090942339399
89,0.10399609815442201,0.7982625482625483,0.7982974988724836,0.7976261657407177,0.7977054908676181
90,0.10326569324189966,0.7915057915057915,0.7915007525949065,0.7915425557936345,0.7906334602973413
91,0.09953120565324118,0.8001930501930502,0.8002075423316423,0.8001004896904867,0.7997302003840033
92,0.10304281589659778,0.7963320463320464,0.7963287646662115,0.7959580455197636,0.7959288033439426
93,0.10005301304838875,0.803088803088803,0.8030781034543605,0.8040615060369829,0.8032419291721052
94,0.09762526438994841,0.8098455598455598,0.8098638092990232,0.8099174307785794,0.8097686397176481
95,0.09943907290245547,0.8137065637065637,0.8137537245272769,0.8132991678818516,0.8134339150695515
96,0.09721598943526094,0.8117760617760618,0.8117907533622327,0.8113098109379431,0.8111336415522962
97,0.09848966393055338,0.806949806949807,0.8069988169577164,0.806597238284214,0.8064552238046637
98,0.09849949598763928,0.7992277992277992,0.7992356928454433,0.7993741664101774,0.7991188875930354
99,0.10024775643691872,0.805019305019305,0.8049741035476051,0.8062942782056356,0.8052911748278659
100,0.09900556120908621,0.8137065637065637,0.8137285921634941,0.8134346973440459,0.813459010732735
101,0.09676910090175542,0.8079150579150579,0.8079760895304643,0.8076741041244083,0.8078013585924646
102,0.09617379691564676,0.8079150579150579,0.8079397710389048,0.8080726148623093,0.8079522532077276
103,0.0942706044650439,0.8166023166023166,0.8166020590893034,0.8167292017854395,0.8165413843833598
104,0.09840771713943193,0.8088803088803089,0.8088781107067269,0.8085023968498545,0.8084989697257886
105,0.09629477346033762,0.8137065637065637,0.8137676707632825,0.8135175609474175,0.8136286239189855
106,0.09499752002232002,0.8175675675675675,0.8176073698289251,0.8173931700339709,0.8172771685289429
107,0.09788584855921341,0.8098455598455598,0.8098247792641892,0.8102062434322966,0.8095723836774354
108,0.09666213404500124,0.8175675675675675,0.817576620118777,0.8172222222222222,0.8173277890942057
109,0.09583461205616142,0.8185328185328186,0.8185820279883069,0.8180228191411462,0.8177591918101833
110,0.09361711020270984,0.8185328185328186,0.8185985886376786,0.8183075259207451,0.8184216238751372
111,0.0949278881378246,0.8252895752895753,0.8253089945209018,0.8250532475171889,0.8249581283936808
112,0.0956818854266947,0.8146718146718147,0.8147226196454306,0.8148111022008376,0.8147568832580444
113,0.09494800775340109,0.8137065637065637,0.8137509158540941,0.8138666878533183,0.8137516300781608
114,0.09261274919139617,0.8223938223938224,0.8224271987054527,0.821836882321117,0.821944346564553
