,Loss,Accuracy,Recall,Precision,F1
0,0.22293323504202295,0.3436293436293436,0.3420960051439999,0.44073799008009534,0.1989686632938488
1,0.222534332763065,0.3436293436293436,0.34208481901622295,0.45275108715464935,0.197375806270213
2,0.2221418781714006,0.34459459459459457,0.3430565713725136,0.4307601719366425,0.2009030440466838
3,0.22163475462884613,0.3503861003861004,0.34885091271356033,0.43564106241591033,0.21098133568626254
4,0.220876776359298,0.3484555984555985,0.34699941430665276,0.42270050042070767,0.22418572418572422
5,0.21986830640922894,0.3532818532818533,0.3519168182702653,0.4275516345938881,0.2481579171790824
6,0.2190575206821615,0.36196911196911197,0.3608049576400281,0.42223848288057564,0.2905795078857319
7,0.21806887153423193,0.36003861003861004,0.3591570839917932,0.3900291326072394,0.3203034179679298
8,0.2171735433918057,0.36196911196911197,0.36127084933953285,0.37759426295962023,0.33702297702297696
9,0.21629728196245251,0.3658301158301158,0.3656955618430983,0.3728668261562999,0.3593988118400226
10,0.2154402741880128,0.3783783783783784,0.3785317729737325,0.3892899636120153,0.3601669808779962
11,0.21478501097722488,0.37934362934362936,0.37940604737284644,0.3879022334711279,0.36651565069670083
12,0.2139121104370464,0.3861003861003861,0.38625029826976015,0.396269122582728,0.3716636741713964
13,0.2123096427231124,0.3918918918918919,0.3921200852671089,0.4040078003470935,0.37731003296220683
14,0.2113573347980326,0.3938223938223938,0.3940692073260557,0.40799346736846737,0.3785214477284084
15,0.21084546139746002,0.4063706563706564,0.40655458522777127,0.419801702259104,0.39733574612002087
16,0.21027654680338773,0.41023166023166024,0.41039152418518526,0.4243533760304771,0.40313227247439515
17,0.2087273390004129,0.416988416988417,0.41719659935240255,0.4303104852816233,0.4063015726012768
18,0.20706490224057977,0.4140926640926641,0.41420889956022816,0.42542524389889086,0.4081569007552453
19,0.20636760330561435,0.416988416988417,0.4170295844750145,0.4224817004409407,0.4144907893235222
20,0.2059316856391502,0.41023166023166024,0.41016049260404314,0.41146218385950956,0.4095853081132394
21,0.20559849386865442,0.4198841698841699,0.4198780161669495,0.4241640009145827,0.41819973619981776
22,0.20446052876385776,0.42084942084942084,0.42076071658561176,0.42672604233040584,0.4206683632644546
23,0.20352651765852264,0.4276061776061776,0.4275100068088065,0.4326609318986163,0.42647506347738684
24,0.20230088360381848,0.4305019305019305,0.43034454082969015,0.43762410252965517,0.42965798491953144
25,0.2016713840491844,0.4343629343629344,0.43405901516100737,0.4439855771143655,0.430782868404244
26,0.20156250261899197,0.43532818532818535,0.435133765690932,0.44440134872179016,0.4345003716160747
27,0.20098695745973877,0.4411196911196911,0.4408222030552536,0.45330505014378564,0.43850130252818725
28,0.19942359987533453,0.45077220077220076,0.4505174514925144,0.46465099719492886,0.4490215490814055
29,0.1977146082755291,0.4469111969111969,0.4466527657579516,0.46092899577498575,0.44539404001072636
30,0.19797021692449396,0.4555984555984556,0.45523418506549956,0.47368104291942076,0.4517140198834719
31,0.1970539806467114,0.44594594594594594,0.44568948798616354,0.4570468438621654,0.44433606545657983
32,0.19795358180999756,0.4555984555984556,0.45523694517372815,0.4719235872921968,0.45154486916598247
33,0.19544938883998178,0.4613899613899614,0.46115379970582593,0.4806679674656766,0.45984648275848855
34,0.19577497966361768,0.4594594594594595,0.45903470840144567,0.48300372286949295,0.4538044891163806
35,0.19522157808144888,0.46525096525096526,0.46492381615639466,0.48511375573785903,0.4620554806595562
36,0.1942977218916922,0.46814671814671815,0.4679089015352029,0.4832360021049831,0.46695450668053406
37,0.19464482005798456,0.46621621621621623,0.46579799342560024,0.4871319263848351,0.4604117259761238
38,0.19379055680650653,0.4691119691119691,0.46883600651029395,0.4852483164983165,0.4669759571157341
39,0.19285516486023413,0.47586872586872586,0.4755603100645687,0.4988343286361811,0.4737357833573174
40,0.192024160063628,0.47586872586872586,0.475565830281026,0.49492686860402,0.4730777623712407
41,0.1914713071151213,0.4768339768339768,0.47650416994884814,0.49545281558906257,0.4735769797305734
42,0.19165296988053757,0.4855212355212355,0.4853281954849486,0.4993144930633069,0.48474599334974117
43,0.19194530673099286,0.49131274131274133,0.4910277218471389,0.5091887850604463,0.48913386720909346
44,0.19180433000579025,0.4922779922779923,0.4919996198982921,0.5032643897268936,0.49033388106038317
45,0.19013573455088068,0.49034749034749037,0.4901062827833676,0.5027156352557521,0.4893553432708952
46,0.18995391329129538,0.5057915057915058,0.5055820234555778,0.5192691712208953,0.5051769001206682
47,0.1896554303891731,0.500965250965251,0.5006925605289306,0.5127504848093083,0.4993955252613779
48,0.18890933150594885,0.49613899613899615,0.4958392703989805,0.509018759018759,0.4939253850062341
49,0.18861717708183057,0.5,0.49975707809924547,0.5095520610749271,0.4989963236060732
50,0.18802839878833655,0.5067567567567568,0.5065260290347197,0.51766177578121,0.5063129767782032
51,0.18721311516834027,0.5038610038610039,0.503546561002277,0.515843647122557,0.5016244999801481
52,0.18696457508838538,0.5057915057915058,0.5055319044228751,0.5135337905490772,0.5042632105405669
53,0.18766821379011328,0.5077220077220077,0.5074391877738051,0.5160891449186814,0.5057629318757829
54,0.18629982570807138,0.5096525096525096,0.5093297162155469,0.5192006854017205,0.5068112273039621
55,0.18756399190787112,0.5019305019305019,0.501664264320267,0.5133272487765775,0.5003098398720125
56,0.18582212834647208,0.5067567567567568,0.5064897591081143,0.5140148813362325,0.505209371037712
57,0.18652758408676495,0.5154440154440154,0.5151909800634388,0.5256367896191277,0.5142109463679483
58,0.18569481598608423,0.5125482625482626,0.5123594489755546,0.5183011272141708,0.5123905329635429
59,0.1865266954356974,0.5038610038610039,0.5035938227968427,0.5132448807323389,0.5020011381911025
60,0.18534399614189612,0.5154440154440154,0.5151630875914276,0.5235484356807817,0.5133845476023361
61,0.18490892558386832,0.5135135135135135,0.5133283440937083,0.5216706535658059,0.5134289644894392
62,0.18407277085564352,0.5144787644787645,0.5141773889991313,0.5222310367359704,0.5122674581735671
63,0.1849470337231954,0.5173745173745173,0.5171178269967399,0.5248974998875942,0.5161350526961055
64,0.18252257189967416,0.5231660231660231,0.522914831316107,0.5329219378595484,0.5212947263665647
65,0.18459798350478662,0.5299227799227799,0.5296700788403467,0.5337049678884412,0.5286699340731739
66,0.1833669145901998,0.5202702702702703,0.5199689702319494,0.5271160261058738,0.5179535544894138
67,0.18261902756763226,0.5212355212355212,0.5209351052418746,0.528037688543916,0.5185177697066556
68,0.18234987602089392,0.5193050193050193,0.519019638696167,0.5237099362153924,0.5173369745117511
69,0.18248001011935147,0.5231660231660231,0.5229037423182384,0.5322067819334849,0.5218703063486313
70,0.1824088670087583,0.528957528957529,0.5286982293541477,0.5349858949817237,0.5277054535646821
71,0.18324420488241946,0.5299227799227799,0.5296643643640727,0.5379317811637616,0.5286623116181562
72,0.18118603617855997,0.5260617760617761,0.5258191936469269,0.5323781667956712,0.5253473858275953
73,0.18201023927240662,0.525096525096525,0.5247887019785686,0.5337391437947953,0.5226645137104834
74,0.17945557516632657,0.5347490347490348,0.5345037082580172,0.5451656480952535,0.5346138561331403
75,0.18063528835773468,0.528957528957529,0.528695469245919,0.5409598203067513,0.5286686823810113
76,0.17889862349539093,0.5231660231660231,0.5228705238895865,0.5273126429610621,0.5216041505630585
77,0.18041089899612195,0.5328185328185329,0.5325768613247159,0.5442435538098366,0.532339813779091
78,0.1778011739705548,0.5424710424710425,0.5421746318047999,0.5547434051349751,0.541160530290965
79,0.18120148597341595,0.5241312741312741,0.5238198554253691,0.5319793155841017,0.5222226778383747
80,0.17962402827811963,0.5318532818532818,0.5316192008992934,0.5398138057329808,0.532025412117218
81,0.17805527105475916,0.5386100386100386,0.5383238923062429,0.5471715665151019,0.5372951462813974
82,0.1773332849596486,0.5376447876447876,0.537343762495358,0.5469067122977475,0.5361293056500877
83,0.18076552631277026,0.5328185328185329,0.5325881445824012,0.5421056170388089,0.532881031624621
84,0.177785828258052,0.5415057915057915,0.5412587615224401,0.55183724900686,0.5415238904596603
85,0.17652683276118655,0.5463320463320464,0.5460645470330535,0.5550522553849125,0.5452365305541216
86,0.17676910306468155,0.5395752895752896,0.5392872672079393,0.5497423437374843,0.538200542186666
87,0.17699320975578192,0.5376447876447876,0.5373659890560495,0.5483133563471219,0.5364885193958381
